108.785632,34.314862
109.218734,19.696407
120.732005,29.736573
112.785039,22.266648
119.961691,31.778154
109.938410,34.802209
119.202569,34.615219
108.627931,21.972841
118.968089,25.864993
116.828877,38.553033
116.793359,23.515933
101.588040,25.033468
119.351920,25.728039
117.231534,38.052119
114.267364,22.740845
120.435793,32.109062
105.783619,34.579258
119.219676,25.982597
117.039570,36.658148
119.795970,30.276069
122.144693,37.434025
115.813313,32.929589
120.992963,28.105574
117.343408,23.960767
116.845311,39.888966
117.062919,28.260836
122.166427,37.425821
117.877551,33.486382
113.576792,23.126626
111.336055,30.692563
132.051479,47.254574
103.844222,36.047385
120.826412,29.588620
110.320123,25.332016
115.863100,35.991600
116.646560,32.072653
117.225751,36.652658
115.019816,31.183808
119.909583,28.452137
120.030752,29.261567
121.222697,30.326749
116.380116,23.535950
117.963525,40.949291
116.291711,23.035337
116.064074,43.916145
119.019914,25.476112
123.485955,41.796127
118.529342,37.454835
126.659439,45.735162
117.076342,39.242123
111.684293,40.795467
120.918185,31.961991
105.290898,27.279108
116.014038,26.466923
116.279842,39.464722
115.890700,28.660066
117.087343,39.193119
119.202589,31.131225
105.167996,31.638983
109.393394,24.286550
112.402000,29.363500
116.877830,32.070910
103.607959,36.099398
106.526523,30.503401
117.707137,34.667491
109.777234,21.271442
119.228108,26.020478
121.815000,39.045208
116.446727,39.939862
120.320331,32.868440
119.215380,26.048798
107.038744,27.698235
113.180590,27.835200
103.295342,26.417850
112.562312,37.936228
119.207450,34.603807
119.966283,31.762117
109.906271,40.656950
126.599535,45.976065
121.129846,31.286495
121.080892,32.072485
105.460773,28.924608
111.375556,29.583622
100.794715,22.012540
103.958164,29.192875
111.639226,40.811180
119.039877,25.446143
104.644534,28.758563
120.548682,31.971566
116.821234,38.287938
126.645793,45.734879
104.645949,28.758791
121.174154,30.063951
123.489311,41.833129
123.349711,41.861629
116.682897,23.656417
121.513570,28.523443
117.057313,28.684881
130.378307,46.819376
114.383689,37.659655
114.400428,37.659368
120.481986,36.398298
113.075796,27.810171
115.384023,28.421659
120.475655,30.060597
126.629169,45.680891
125.426792,43.891683
121.205282,38.797502
114.465235,38.078495
123.482589,41.738393
116.328685,39.737159
106.923199,27.675808
122.038723,41.166403
121.018682,29.131066
111.669868,40.815066
118.855357,25.247730
119.126020,33.528216
113.997139,33.575018
119.543855,26.652600
117.338854,31.866845
110.392297,21.259348
121.192387,30.163381
120.224503,35.952069
115.868773,28.597074
118.598936,24.894527
108.334203,22.863510
119.288812,28.606194
105.057861,29.601266
106.473836,28.627111
118.627788,24.722000
120.581336,29.973819
101.757894,36.628698
114.220686,22.696737
123.320859,41.759228
109.827604,40.663975
112.280094,32.757230
116.304675,39.875456
101.715281,36.636243
120.871347,31.700895
109.488148,24.313222
110.027990,18.515657
127.324929,49.417951
108.356691,30.817558
110.210500,22.660540
121.098774,30.648156
118.082503,24.444090
123.297828,41.768653
118.671032,24.952621
111.579430,24.394363
117.961763,40.921549
118.876171,26.218044
117.202780,24.120793
114.477161,32.263078
116.734570,23.355565
117.034156,30.507250
120.148699,30.854304
118.192757,24.492708
110.274276,21.564442
117.101676,36.748969
126.526974,45.809418
116.823717,38.576821
113.325080,22.387334
101.753624,36.621907
103.880324,36.037140
104.142042,36.535769
121.148693,36.765194
118.335963,24.688103
119.731547,29.305750
116.764053,36.565218
100.804560,22.018804
117.636228,24.116718
118.044932,36.826638
116.026361,29.463732
119.146728,26.150099
116.595312,39.085664
117.287232,31.747739
101.760615,36.631047
121.602113,29.425593
117.297387,31.892286
118.417295,24.762629
119.849711,25.462751
112.407982,39.307482
110.282348,25.276521
126.704990,45.734171
108.404806,30.799084
106.925701,28.966147
115.990068,29.720299
122.141349,37.480677
110.034312,18.504648
117.156308,36.709455
121.180689,30.224828
108.359741,22.851030
113.698240,31.265623
125.244853,43.812517
118.403409,24.992296
110.414140,23.545427
100.783903,22.024037
118.144597,24.742872
114.827103,30.136492
121.193716,30.064245
113.569377,37.326933
119.148793,36.698634
119.925110,31.024039
121.151868,27.835526
